ID	lineage	domain	phylum	class	order	family	genus	species
A0A452SQZ1	d__Eukaryota;p__Chordata;c__Mammalia;o__Carnivora;f__Ursidae;g__Ursus;s__	d__Eukaryota	p__Chordata	c__Mammalia	o__Carnivora	f__Ursidae	g__Ursus	s__
A0A0D0DDS6	d__Eukaryota;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Paxillaceae;g__Paxillus;s__Paxillusrubicundulus	d__Eukaryota	p__Basidiomycota	c__Agaricomycetes	o__Boletales	f__Paxillaceae	g__Paxillus	s__Paxillusrubicundulus
A0A1F4PZ34	d__Bacteria;p__CandidatusMethylomirabilota;c__;o__;f__;g__;s__	d__Bacteria	p__CandidatusMethylomirabilota	c__	o__	f__	g__	s__
A0A803VCA5	d__Eukaryota;p__Chordata;c__Aves;o__Passeriformes;f__Muscicapidae;g__Ficedula;s__	d__Eukaryota	p__Chordata	c__Aves	o__Passeriformes	f__Muscicapidae	g__Ficedula	s__
A0A7U4E7M7	d__Bacteria;p__Bacteroidota;c__Cytophagia;o__Cytophagales;f__Spirosomataceae;g__Runella;s__Runellaslithyformis	d__Bacteria	p__Bacteroidota	c__Cytophagia	o__Cytophagales	f__Spirosomataceae	g__Runella	s__Runellaslithyformis
A0A164WP97	d__Eukaryota;p__Basidiomycota;c__Agaricomycetes;o__Trechisporales;f__;g__Sistotremastrum;s__Sistotremastrumniveocremeum	d__Eukaryota	p__Basidiomycota	c__Agaricomycetes	o__Trechisporales	f__	g__Sistotremastrum	s__Sistotremastrumniveocremeum
A0A7C2TYV3	d__Bacteria;p__;c__;o__;f__;g__;s__	d__Bacteria	p__	c__	o__	f__	g__	s__
A0A7Y5CNU5	d__Bacteria;p__;c__;o__;f__;g__;s__	d__Bacteria	p__	c__	o__	f__	g__	s__
A0A3A0CN52	d__Bacteria;p__;c__;o__;f__;g__;s__	d__Bacteria	p__	c__	o__	f__	g__	s__
A0A7C2ISL8	d__Bacteria;p__CandidatusMethylomirabilota;c__;o__;f__;g__;s__	d__Bacteria	p__CandidatusMethylomirabilota	c__	o__	f__	g__	s__
F8NHF5	d__Eukaryota;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Serpulaceae;g__Serpula;s__Serpulalacrymans	d__Eukaryota	p__Basidiomycota	c__Agaricomycetes	o__Boletales	f__Serpulaceae	g__Serpula	s__Serpulalacrymans
A0A2N2KD32	d__Bacteria;p__;c__Deltaproteobacteria;o__;f__;g__;s__	d__Bacteria	p__	c__Deltaproteobacteria	o__	f__	g__	s__
A0A803VEB4	d__Eukaryota;p__Chordata;c__Aves;o__Passeriformes;f__Muscicapidae;g__Ficedula;s__	d__Eukaryota	p__Chordata	c__Aves	o__Passeriformes	f__Muscicapidae	g__Ficedula	s__
F7D0U5	d__Eukaryota;p__Chordata;c__Mammalia;o__Monotremata;f__Ornithorhynchidae;g__Ornithorhynchus;s__	d__Eukaryota	p__Chordata	c__Mammalia	o__Monotremata	f__Ornithorhynchidae	g__Ornithorhynchus	s__
A0A5J5DP34	d__Eukaryota;p__Chordata;c__Actinopteri;o__Perciformes;f__Percidae;g__Etheostoma;s__	d__Eukaryota	p__Chordata	c__Actinopteri	o__Perciformes	f__Percidae	g__Etheostoma	s__
A0A142YLZ5	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__Planctomyces;s__	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Planctomycetales	f__Planctomycetaceae	g__Planctomyces	s__
A0A3C1TC68	d__Bacteria;p__Bacteroidota;c__Cytophagia;o__Cytophagales;f__Spirosomataceae;g__Runella;s__	d__Bacteria	p__Bacteroidota	c__Cytophagia	o__Cytophagales	f__Spirosomataceae	g__Runella	s__
A0A3A0C617	d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__Nitrospira;s__	d__Bacteria	p__Nitrospirota	c__Nitrospiria	o__Nitrospirales	f__Nitrospiraceae	g__Nitrospira	s__
A0A3A4S3E3	d__Bacteria;p__Thermodesulfobacteriota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfobacteraceae;g__;s__	d__Bacteria	p__Thermodesulfobacteriota	c__Desulfobacteria	o__Desulfobacterales	f__Desulfobacteraceae	g__	s__
A0A840TYM1	d__Bacteria;p__Bacteroidota;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Rhabdobacter;s__	d__Bacteria	p__Bacteroidota	c__Cytophagia	o__Cytophagales	f__Cytophagaceae	g__Rhabdobacter	s__
A0A316FYZ7	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Oceanospirillales;f__Pleioneaceae;g__Pleionea;s__	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Oceanospirillales	f__Pleioneaceae	g__Pleionea	s__
A0A0D2M019	d__Eukaryota;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Strophariaceae;g__Hypholoma;s__Hypholomasublateritium	d__Eukaryota	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Strophariaceae	g__Hypholoma	s__Hypholomasublateritium
A0A5C3LM69	d__Eukaryota;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Nidulariaceae;g__Crucibulum;s__	d__Eukaryota	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Nidulariaceae	g__Crucibulum	s__
A0A5C3LCS9	d__Eukaryota;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Psathyrellaceae;g__Coprinopsis;s__	d__Eukaryota	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Psathyrellaceae	g__Coprinopsis	s__
F6Z8K8	d__Eukaryota;p__Chordata;c__Mammalia;o__Perissodactyla;f__Equidae;g__Equus;s__	d__Eukaryota	p__Chordata	c__Mammalia	o__Perissodactyla	f__Equidae	g__Equus	s__
A0A1X6P850	d__Eukaryota;p__Rhodophyta;c__Bangiophyceae;o__Bangiales;f__Bangiaceae;g__Porphyra;s__	d__Eukaryota	p__Rhodophyta	c__Bangiophyceae	o__Bangiales	f__Bangiaceae	g__Porphyra	s__
C1N824	d__Eukaryota;p__Chlorophyta;c__Mamiellophyceae;o__Mamiellales;f__Mamiellaceae;g__Micromonas;s__Micromonaspusilla	d__Eukaryota	p__Chlorophyta	c__Mamiellophyceae	o__Mamiellales	f__Mamiellaceae	g__Micromonas	s__Micromonaspusilla
A0A533YVT5	d__Bacteria;p__Nitrospirota;c__;o__;f__;g__;s__	d__Bacteria	p__Nitrospirota	c__	o__	f__	g__	s__
A0A663EL51	d__Eukaryota;p__Chordata;c__Aves;o__Accipitriformes;f__Accipitridae;g__Aquila;s__Aquilachrysaetos	d__Eukaryota	p__Chordata	c__Aves	o__Accipitriformes	f__Accipitridae	g__Aquila	s__Aquilachrysaetos
A0A7S3L178	d__Eukaryota;p__Bacillariophyta;c__Bacillariophyceae;o__Thalassiophysales;f__Catenulaceae;g__Amphora;s__	d__Eukaryota	p__Bacillariophyta	c__Bacillariophyceae	o__Thalassiophysales	f__Catenulaceae	g__Amphora	s__
D7FNT5	d__Eukaryota;p__;c__Phaeophyceae;o__Ectocarpales;f__Ectocarpaceae;g__Ectocarpus;s__	d__Eukaryota	p__	c__Phaeophyceae	o__Ectocarpales	f__Ectocarpaceae	g__Ectocarpus	s__
A0A0C9W205	d__Eukaryota;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Paxillaceae;g__Hydnomerulius;s__Hydnomeruliuspinastri	d__Eukaryota	p__Basidiomycota	c__Agaricomycetes	o__Boletales	f__Paxillaceae	g__Hydnomerulius	s__Hydnomeruliuspinastri
F1S850	d__Eukaryota;p__Chordata;c__Mammalia;o__Artiodactyla;f__Suidae;g__Sus;s__	d__Eukaryota	p__Chordata	c__Mammalia	o__Artiodactyla	f__Suidae	g__Sus	s__
A0A813NRP8	d__Eukaryota;p__Rotifera;c__Eurotatoria;o__Philodinida;f__Philodinidae;g__Didymodactylos;s__	d__Eukaryota	p__Rotifera	c__Eurotatoria	o__Philodinida	f__Philodinidae	g__Didymodactylos	s__
A0A4R4KR99	d__Bacteria;p__Bacteroidota;c__Cytophagia;o__Cytophagales;f__Spirosomataceae;g__Arundinibacter;s__	d__Bacteria	p__Bacteroidota	c__Cytophagia	o__Cytophagales	f__Spirosomataceae	g__Arundinibacter	s__
A0A7C2DTR4	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiia;o__Limisphaerales;f__;g__;s__	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiia	o__Limisphaerales	f__	g__	s__
A0A330L7B3	d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__Nitrospira;s__	d__Bacteria	p__Nitrospirota	c__Nitrospiria	o__Nitrospirales	f__Nitrospiraceae	g__Nitrospira	s__
A0A6A0ID27	d__Bacteria;p__Acidobacteriota;c__;o__;f__;g__;s__	d__Bacteria	p__Acidobacteriota	c__	o__	f__	g__	s__
A0A4Y7SVU0	d__Eukaryota;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Psathyrellaceae;g__Coprinellus;s__	d__Eukaryota	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Psathyrellaceae	g__Coprinellus	s__
A0A409WAL6	d__Eukaryota;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Galeropsidaceae;g__Panaeolus;s__	d__Eukaryota	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Galeropsidaceae	g__Panaeolus	s__
A0A0C9X1Q8	d__Eukaryota;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Hydnangiaceae;g__Laccaria;s__Laccariaamethystina	d__Eukaryota	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Hydnangiaceae	g__Laccaria	s__Laccariaamethystina
A0A6J8DF71	d__Eukaryota;p__Mollusca;c__Bivalvia;o__Mytilida;f__Mytilidae;g__Mytilus;s__	d__Eukaryota	p__Mollusca	c__Bivalvia	o__Mytilida	f__Mytilidae	g__Mytilus	s__
A0A7D8YCF2	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__;s__	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Planctomycetales	f__Planctomycetaceae	g__	s__
A0A7Y2I536	d__Bacteria;p__Thermodesulfobacteriota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfocapsaceae;g__Desulfofustis;s__	d__Bacteria	p__Thermodesulfobacteriota	c__Desulfobulbia	o__Desulfobulbales	f__Desulfocapsaceae	g__Desulfofustis	s__
A0A427TGH1	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Pseudonocardiales;f__Pseudonocardiaceae;g__Amycolatopsis;s__	d__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Pseudonocardiales	f__Pseudonocardiaceae	g__Amycolatopsis	s__
A0A0L6WP48	d__Eukaryota;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Lyophyllaceae;g__Termitomyces;s__	d__Eukaryota	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Lyophyllaceae	g__Termitomyces	s__
A0A094JDH6	d__Eukaryota;p__Ascomycota;c__Leotiomycetes;o__;f__Pseudeurotiaceae;g__Pseudogymnoascus;s__	d__Eukaryota	p__Ascomycota	c__Leotiomycetes	o__	f__Pseudeurotiaceae	g__Pseudogymnoascus	s__
A0A835NSM9	d__Eukaryota;p__Chordata;c__Aves;o__Passeriformes;f__Sturnidae;g__Lamprotornis;s__	d__Eukaryota	p__Chordata	c__Aves	o__Passeriformes	f__Sturnidae	g__Lamprotornis	s__
A0A409Y2N3	d__Eukaryota;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Hymenogastraceae;g__Gymnopilus;s__	d__Eukaryota	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Hymenogastraceae	g__Gymnopilus	s__
A8NE85	d__Eukaryota;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Psathyrellaceae;g__Coprinopsis;s__Coprinopsiscinerea	d__Eukaryota	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Psathyrellaceae	g__Coprinopsis	s__Coprinopsiscinerea
A0A2A9NKM4	d__Eukaryota;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Amanitaceae;g__Amanita;s__Amanitathiersii	d__Eukaryota	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Amanitaceae	g__Amanita	s__Amanitathiersii
A0A835W4I4	d__Eukaryota;p__Chlorophyta;c__Chlorophyceae;o__Chlamydomonadales;f__Chlamydomonadaceae;g__Chlamydomonas;s__	d__Eukaryota	p__Chlorophyta	c__Chlorophyceae	o__Chlamydomonadales	f__Chlamydomonadaceae	g__Chlamydomonas	s__
A0A517VA85	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__Gimesia;s__	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Planctomycetales	f__Planctomycetaceae	g__Gimesia	s__
A0A7V9A540	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__Bremerella;s__	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Pirellulales	f__Pirellulaceae	g__Bremerella	s__
S7Q4B7	d__Eukaryota;p__Basidiomycota;c__Agaricomycetes;o__Gloeophyllales;f__Gloeophyllaceae;g__Gloeophyllum;s__Gloeophyllumtrabeum	d__Eukaryota	p__Basidiomycota	c__Agaricomycetes	o__Gloeophyllales	f__Gloeophyllaceae	g__Gloeophyllum	s__Gloeophyllumtrabeum
A0A5C3MYN6	d__Eukaryota;p__Basidiomycota;c__Agaricomycetes;o__Gloeophyllales;f__Gloeophyllaceae;g__Heliocybe;s__	d__Eukaryota	p__Basidiomycota	c__Agaricomycetes	o__Gloeophyllales	f__Gloeophyllaceae	g__Heliocybe	s__
A0A7S2SJC8	d__Eukaryota;p__Bacillariophyta;c__Mediophyceae;o__Hemiaulales;f__Hemiaulaceae;g__Eucampia;s__	d__Eukaryota	p__Bacillariophyta	c__Mediophyceae	o__Hemiaulales	f__Hemiaulaceae	g__Eucampia	s__
D8U8B0	d__Eukaryota;p__Chlorophyta;c__Chlorophyceae;o__Chlamydomonadales;f__Volvocaceae;g__Volvox;s__Volvoxcarteri	d__Eukaryota	p__Chlorophyta	c__Chlorophyceae	o__Chlamydomonadales	f__Volvocaceae	g__Volvox	s__Volvoxcarteri
A0A850AZE2	d__Bacteria;p__Armatimonadota;c__Chthonomonadia;o__Chthonomonadales;f__;g__;s__	d__Bacteria	p__Armatimonadota	c__Chthonomonadia	o__Chthonomonadales	f__	g__	s__
A0A1H6EVY3	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptosporangiales;f__Streptosporangiaceae;g__Nonomuraea;s__	d__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Streptosporangiales	f__Streptosporangiaceae	g__Nonomuraea	s__
A0A6J0G7Y3	d__Eukaryota;p__Chordata;c__Aves;o__Passeriformes;f__Pipridae;g__Lepidothrix;s__	d__Eukaryota	p__Chordata	c__Aves	o__Passeriformes	f__Pipridae	g__Lepidothrix	s__
A0A166F9Y0	d__Eukaryota;p__Basidiomycota;c__Agaricomycetes;o__Atheliales;f__Atheliaceae;g__Fibularhizoctonia;s__	d__Eukaryota	p__Basidiomycota	c__Agaricomycetes	o__Atheliales	f__Atheliaceae	g__Fibularhizoctonia	s__
A0A165N3F2	d__Eukaryota;p__Basidiomycota;c__Agaricomycetes;o__Gloeophyllales;f__Gloeophyllaceae;g__Neolentinus;s__Neolentinuslepideus	d__Eukaryota	p__Basidiomycota	c__Agaricomycetes	o__Gloeophyllales	f__Gloeophyllaceae	g__Neolentinus	s__Neolentinuslepideus
A0A1G9RIV6	d__Bacteria;p__Bacillota;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Megasphaera;s__	d__Bacteria	p__Bacillota	c__Negativicutes	o__Veillonellales	f__Veillonellaceae	g__Megasphaera	s__
A0A0C9ZS23	d__Eukaryota;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Suillaceae;g__Suillus;s__Suillusluteus	d__Eukaryota	p__Basidiomycota	c__Agaricomycetes	o__Boletales	f__Suillaceae	g__Suillus	s__Suillusluteus
A0A0L8G3Q1	d__Eukaryota;p__Mollusca;c__Cephalopoda;o__Octopoda;f__Octopodidae;g__Octopus;s__	d__Eukaryota	p__Mollusca	c__Cephalopoda	o__Octopoda	f__Octopodidae	g__Octopus	s__
A0A067TLN3	d__Eukaryota;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Strophariaceae;g__Galerina;s__Galerinamarginata	d__Eukaryota	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Strophariaceae	g__Galerina	s__Galerinamarginata
A0A1V6DYJ7	d__Bacteria;p__Verrucomicrobiota;c__;o__;f__;g__;s__	d__Bacteria	p__Verrucomicrobiota	c__	o__	f__	g__	s__
A0A5C6BBF6	d__Bacteria;p__Planctomycetota;c__;o__;f__;g__;s__	d__Bacteria	p__Planctomycetota	c__	o__	f__	g__	s__
A0A1G8HVA1	d__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Rhodocyclales;f__Rhodocyclaceae;g__Propionivibrio;s__	d__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Rhodocyclales	f__Rhodocyclaceae	g__Propionivibrio	s__
A0A7V9AE18	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__;g__;s__	d__Bacteria	p__Actinomycetota	c__Thermoleophilia	o__Solirubrobacterales	f__	g__	s__
A0A1W1ZA12	d__Bacteria;p__Bacillota;c__Negativicutes;o__Selenomonadales;f__Sporomusaceae;g__Sporomusa;s__	d__Bacteria	p__Bacillota	c__Negativicutes	o__Selenomonadales	f__Sporomusaceae	g__Sporomusa	s__
A0A137Q533	d__Eukaryota;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Agaricaceae;g__Leucoagaricus;s__	d__Eukaryota	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Agaricaceae	g__Leucoagaricus	s__
A0A067Q311	d__Eukaryota;p__Basidiomycota;c__Agaricomycetes;o__Jaapiales;f__Jaapiaceae;g__Jaapia;s__Jaapiaargillacea	d__Eukaryota	p__Basidiomycota	c__Agaricomycetes	o__Jaapiales	f__Jaapiaceae	g__Jaapia	s__Jaapiaargillacea
A0A7C9U1W3	d__Bacteria;p__Cyanobacteriota;c__Cyanophyceae;o__Oscillatoriales;f__Oscillatoriaceae;g__Oscillatoria;s__	d__Bacteria	p__Cyanobacteriota	c__Cyanophyceae	o__Oscillatoriales	f__Oscillatoriaceae	g__Oscillatoria	s__
A0A5B9QIX8	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__Roseimaritima;s__	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Pirellulales	f__Pirellulaceae	g__Roseimaritima	s__
A0A259V1P6	d__Bacteria;p__Bacillota;c__Negativicutes;o__Selenomonadales;f__Sporomusaceae;g__Sporomusa;s__Sporomusaacidovorans	d__Bacteria	p__Bacillota	c__Negativicutes	o__Selenomonadales	f__Sporomusaceae	g__Sporomusa	s__Sporomusaacidovorans
D2VS40	d__Eukaryota;p__Heterolobosea;c__;o__;f__Vahlkampfiidae;g__Naegleria;s__	d__Eukaryota	p__Heterolobosea	c__	o__	f__Vahlkampfiidae	g__Naegleria	s__
A0A7W4ZNY6	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Kitasatosporales;f__Streptomycetaceae;g__Streptomyces;s__	d__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Kitasatosporales	f__Streptomycetaceae	g__Streptomyces	s__
A0A259UXP4	d__Bacteria;p__Bacillota;c__Negativicutes;o__Selenomonadales;f__Sporomusaceae;g__Sporomusa;s__Sporomusasilvacetica	d__Bacteria	p__Bacillota	c__Negativicutes	o__Selenomonadales	f__Sporomusaceae	g__Sporomusa	s__Sporomusasilvacetica
